video_name,frame_idx,timestamp_sec,blob_id_in_frame,merge_stage,source_raw_blob_ids,grid_row,grid_col,num_grid_cells,mean_flow_magnitude,flow_direction_coherence,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area_ratio,motion_energy,mean_motion,max_motion,motion_density,center_x,center_y,aspect_ratio,scale_score,local_peak_score,spatial_novelty_score,small_blob_flag,edge_density,centroid_displacement,temporal_position_stability,texture_flicker_score,object_motion_score,global_motion_score,camera_motion_flag
VIRAT_S_050201_06_001168_001240,6,0.2002,0,raw,0,10,9,232,0.0,0.0,0,0,1920,1080,1920,1080,1.0,141843.2188,0.068404,1.0,0.068404,960.0,540.0,1.7778,1.0,1.0,1.0,False,0.060706,0.0,0.0,0.0,0.0,0.553947,False
VIRAT_S_050201_06_001168_001240,6,0.2002,1,raw,1,10,19,2,0.0,0.0,1824,486,1920,594,96,108,0.005,643.2371,0.062041,1.0,0.062041,1872.0,540.0,0.8889,14.140722,0.906969,1.0,False,0.014082,0.0,0.0,0.0,0.0,0.553947,False
VIRAT_S_050201_06_001168_001240,6,0.2002,2,raw,2,16,9,3,0.0,0.0,864,810,960,972,96,162,0.0075,790.0742,0.050802,0.212008,0.050802,912.0,891.0,0.5926,11.546236,0.742674,1.0,False,0.11767,0.0,0.0,0.0,0.0,0.553947,False
VIRAT_S_050201_06_001168_001240,6,0.2002,3,raw,3,1,19,3,0.0,0.0,1824,0,1920,162,96,162,0.0075,911.2697,0.058595,0.895121,0.058595,1872.0,81.0,0.5926,11.546236,0.856598,1.0,False,0.005658,0.0,0.0,0.0,0.0,0.553947,False
VIRAT_S_050201_06_001168_001240,6,0.2002,4,raw,4,9,9,1,0.0,0.0,864,486,960,540,96,54,0.0025,281.1017,0.054225,0.199533,0.054225,912.0,513.0,1.7778,19.996001,0.792711,1.0,True,0.147762,0.0,0.0,0.0,0.0,0.553947,False
VIRAT_S_050201_06_001168_001240,6,0.2002,5,raw,5,8,10,1,0.0,0.0,960,432,1056,486,96,54,0.0025,370.0844,0.07139,0.181867,0.07139,1008.0,459.0,1.7778,19.996001,1.043643,1.0,True,0.007716,0.0,0.0,0.0,0.0,0.553947,False
VIRAT_S_050201_06_001168_001240,6,0.2002,6,raw,6,0,1,2,0.0,0.0,96,0,192,108,96,108,0.005,563.9781,0.054396,0.198974,0.054396,144.0,54.0,0.8889,14.140722,0.795213,1.0,False,0.091242,0.0,0.0,0.0,0.0,0.553947,False
VIRAT_S_050201_06_001168_001240,12,0.4004,0,raw,0,9,10,386,1.6217,0.9903,0,0,1920,1080,1920,1080,1.0,199040.9844,0.095988,1.0,0.095988,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.059256,0.0,0.0,0.0,0.0,0.553133,False
VIRAT_S_050201_06_001168_001240,18,0.6006,0,raw,0,1,12,1,0.6023,0.9565,1152,54,1248,108,96,54,0.0025,1145.3969,0.220948,0.694613,0.220948,1200.0,81.0,1.7778,19.996001,2.081914,1.0,True,0.03125,0.0,0.0,0.0,0.0,0.550533,False
VIRAT_S_050201_06_001168_001240,18,0.6006,1,raw,1,13,14,1,0.5819,0.9143,1344,702,1440,756,96,54,0.0025,1498.9218,0.289144,0.563105,0.289144,1392.0,729.0,1.7778,19.996001,2.724494,1.0,True,0.002122,0.0,0.0,0.0,0.0,0.550533,False
VIRAT_S_050201_06_001168_001240,24,0.8008,0,raw,0,14,0,3,0.9313,0.9248,0,702,192,810,192,108,0.01,3292.0068,0.158758,0.741586,0.158758,96.0,756.0,1.7778,9.9995,2.418128,1.0,False,0.014371,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,1,raw,1,14,16,2,1.5366,0.9752,1536,702,1632,810,96,108,0.005,1135.6116,0.10953,0.501933,0.10953,1584.0,756.0,0.8889,14.140722,1.668316,1.0,False,0.060571,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,2,raw,2,19,6,1,0.9325,0.9677,576,1026,672,1080,96,54,0.0025,598.8588,0.115521,0.259261,0.115521,624.0,1053.0,1.7778,19.996001,1.759556,1.0,True,0.022955,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,3,raw,3,9,4,3,0.8609,0.9299,384,432,576,540,192,108,0.01,2526.1638,0.121825,0.30354,0.121825,480.0,486.0,1.7778,9.9995,1.855582,1.0,False,0.018229,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,4,raw,4,9,14,1,1.1242,0.976,1344,486,1440,540,96,54,0.0025,523.3981,0.100964,0.206066,0.100964,1392.0,513.0,1.7778,19.996001,1.537839,1.0,True,0.024498,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,5,raw,5,14,5,6,0.8398,0.9743,384,648,576,918,192,270,0.025,6490.9482,0.125211,0.251666,0.125211,480.0,783.0,0.7111,6.324429,1.907158,1.0,False,0.007157,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,6,raw,6,1,12,1,1.0648,0.9532,1152,54,1248,108,96,54,0.0025,614.0134,0.118444,0.218814,0.118444,1200.0,81.0,1.7778,19.996001,1.804083,0.0,True,0.029128,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,7,raw,7,13,14,1,1.6103,0.9613,1344,702,1440,756,96,54,0.0025,773.4547,0.1492,0.327341,0.1492,1392.0,729.0,1.7778,19.996001,2.27255,0.0,True,0.001736,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,8,raw,8,7,13,4,0.8552,0.9594,1152,324,1440,432,288,108,0.015,3095.6438,0.099526,0.265096,0.099526,1296.0,378.0,2.6667,8.164694,1.515927,1.0,False,0.030961,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,9,raw,9,12,12,3,0.8975,0.9671,1056,594,1248,702,192,108,0.01,2884.0002,0.139082,0.267452,0.139082,1152.0,648.0,1.7778,9.9995,2.118429,1.0,False,0.013069,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,10,raw,10,14,12,1,0.9251,0.986,1152,756,1248,810,96,54,0.0025,587.1949,0.113271,0.222731,0.113271,1200.0,783.0,1.7778,19.996001,1.725285,1.0,True,0.0,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,11,raw,11,11,4,1,0.8435,0.984,384,594,480,648,96,54,0.0025,633.6862,0.122239,0.239776,0.122239,432.0,621.0,1.7778,19.996001,1.861885,1.0,True,0.01331,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,12,raw,12,16,14,2,0.7266,0.9421,1344,864,1440,972,96,108,0.005,1529.4609,0.147517,0.253028,0.147517,1392.0,918.0,0.8889,14.140722,2.246917,1.0,False,0.0,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,13,raw,13,10,11,1,0.8514,0.9621,1056,540,1152,594,96,54,0.0025,638.2627,0.123122,0.253402,0.123122,1104.0,567.0,1.7778,19.996001,1.875332,1.0,True,0.0,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,14,raw,14,11,16,1,0.9615,0.9802,1536,594,1632,648,96,54,0.0025,575.6499,0.111044,0.252354,0.111044,1584.0,621.0,1.7778,19.996001,1.691364,1.0,True,0.042245,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,15,raw,15,18,5,1,0.506,0.8535,480,972,576,1026,96,54,0.0025,902.0466,0.174006,0.268616,0.174006,528.0,999.0,1.7778,19.996001,2.650377,1.0,True,0.0,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,16,raw,16,6,4,1,0.9324,0.9882,384,324,480,378,96,54,0.0025,544.9066,0.105113,0.212916,0.105113,432.0,351.0,1.7778,19.996001,1.601034,1.0,True,0.016011,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,17,raw,17,15,13,1,0.8134,0.9015,1248,810,1344,864,96,54,0.0025,781.4923,0.150751,0.275453,0.150751,1296.0,837.0,1.7778,19.996001,2.296166,1.0,True,0.0,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,18,raw,18,16,12,1,0.8568,0.9561,1152,864,1248,918,96,54,0.0025,704.3634,0.135873,0.255993,0.135873,1200.0,891.0,1.7778,19.996001,2.069547,1.0,True,0.029514,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,19,raw,19,18,15,1,0.9401,0.9921,1440,972,1536,1026,96,54,0.0025,551.1899,0.106325,0.243479,0.106325,1488.0,999.0,1.7778,19.996001,1.619496,1.0,True,0.018133,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,20,raw,20,17,4,1,0.6294,0.9767,384,918,480,972,96,54,0.0025,798.2957,0.153992,0.234024,0.153992,432.0,945.0,1.7778,19.996001,2.345537,1.0,True,0.0,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,21,raw,21,9,0,1,0.8046,0.9797,0,486,96,540,96,54,0.0025,716.6038,0.138234,0.591117,0.138234,48.0,513.0,1.7778,19.996001,2.105512,1.0,True,0.0,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,22,raw,22,11,0,1,0.9639,0.7967,0,594,96,648,96,54,0.0025,742.0426,0.143141,0.756992,0.143141,48.0,621.0,1.7778,19.996001,2.180256,1.0,True,0.033758,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,24,0.8008,23,raw,23,0,6,1,0.9154,0.9402,576,0,672,54,96,54,0.0025,589.562,0.113727,0.257581,0.113727,624.0,27.0,1.7778,19.996001,1.73224,1.0,True,0.0,0.0,0.0,0.0,0.0,0.552464,True
VIRAT_S_050201_06_001168_001240,30,1.001,0,raw,0,14,0,5,0.6865,0.8999,0,702,192,918,192,216,0.02,6248.4292,0.150666,0.695687,0.150666,96.0,810.0,0.8889,7.070891,1.887057,1.0,False,0.018663,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,1,raw,1,14,7,1,1.0071,0.8245,672,756,768,810,96,54,0.0025,555.229,0.107104,0.34427,0.107104,720.0,783.0,1.7778,19.996001,1.341456,1.0,True,0.07446,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,2,raw,2,3,10,1,1.9609,0.9643,960,162,1056,216,96,54,0.0025,788.8856,0.152177,0.493838,0.152177,1008.0,189.0,1.7778,19.996001,1.905979,1.0,True,0.053819,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,3,raw,3,8,0,1,0.7204,0.9922,0,432,96,486,96,54,0.0025,699.7117,0.134975,0.5589,0.134975,48.0,459.0,1.7778,19.996001,1.690531,1.0,True,0.0,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,4,raw,4,19,6,1,0.8086,0.9864,576,1026,672,1080,96,54,0.0025,540.4761,0.104259,0.238533,0.104259,624.0,1053.0,1.7778,19.996001,1.305812,1.0,True,0.022377,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,5,raw,5,8,5,4,0.7065,0.9658,384,432,672,540,288,108,0.015,4257.354,0.136875,0.257097,0.136875,528.0,486.0,2.6667,8.164694,1.714323,1.0,False,0.025174,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,6,raw,6,17,6,1,0.8394,0.9724,576,918,672,972,96,54,0.0025,529.7947,0.102198,0.243711,0.102198,624.0,945.0,1.7778,19.996001,1.280005,1.0,True,0.021026,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,7,raw,7,0,6,3,0.8854,0.9603,480,0,672,108,192,108,0.01,2038.5786,0.098311,0.280575,0.098311,576.0,54.0,1.7778,9.9995,1.231322,0.5,False,0.066696,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,8,raw,8,8,14,7,0.7018,0.9588,1152,324,1536,540,384,216,0.04,8712.5918,0.105042,0.264468,0.105042,1344.0,432.0,1.7778,4.999938,1.315623,1.0,False,0.028682,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,9,raw,9,12,5,3,0.6477,0.9843,480,594,576,756,96,162,0.0075,2102.7349,0.135207,0.251599,0.135207,528.0,675.0,0.5926,11.546236,1.693431,0.245131,False,0.017168,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,10,raw,10,9,12,2,0.5823,0.9842,1056,486,1248,540,192,54,0.005,1525.4917,0.147135,0.232973,0.147135,1152.0,513.0,3.5556,14.140722,1.842825,1.0,False,0.00762,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,11,raw,11,12,14,3,1.0361,0.9905,1344,594,1440,756,96,162,0.0075,1609.6328,0.1035,0.210977,0.1035,1392.0,675.0,0.5926,11.546236,1.296312,0.435788,False,0.028871,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,12,raw,12,16,4,4,0.5931,0.9866,384,810,576,918,192,108,0.01,2949.4412,0.142238,0.236323,0.142238,480.0,864.0,1.7778,9.9995,1.781492,1.0,False,0.013358,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,13,raw,13,18,8,2,0.7314,0.9952,672,972,864,1026,192,54,0.005,1196.9756,0.115449,0.226692,0.115449,768.0,999.0,3.5556,14.140722,1.445971,1.0,False,0.008681,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,14,raw,14,19,2,1,0.6715,0.9915,192,1026,288,1080,96,54,0.0025,674.4398,0.1301,0.23017,0.1301,240.0,1053.0,1.7778,19.996001,1.629474,1.0,True,0.000579,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,15,raw,15,10,1,2,0.7759,0.9491,96,540,192,648,96,108,0.005,1234.5603,0.119074,0.281929,0.119074,144.0,594.0,0.8889,14.140722,1.491374,0.655947,False,0.02662,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,16,raw,16,8,8,1,0.8569,0.9976,768,432,864,486,96,54,0.0025,548.284,0.105765,0.220806,0.105765,816.0,459.0,1.7778,19.996001,1.324676,1.0,True,0.057292,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,17,raw,17,10,16,2,0.8526,0.9925,1536,540,1632,648,96,108,0.005,1081.2529,0.104288,0.237565,0.104288,1584.0,594.0,0.8889,14.140722,1.306175,1.0,False,0.034047,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,18,raw,18,6,4,1,0.5493,0.9956,384,324,480,378,96,54,0.0025,797.8537,0.153907,0.231672,0.153907,432.0,351.0,1.7778,19.996001,1.927647,1.0,True,0.016011,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,19,raw,19,16,12,2,0.6466,0.9872,1152,810,1248,918,96,108,0.005,1381.5,0.133247,0.236586,0.133247,1200.0,864.0,0.8889,14.140722,1.66888,1.0,False,0.029707,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,20,raw,20,16,14,2,0.6551,0.8643,1344,864,1536,918,192,54,0.005,1410.4836,0.136042,0.256782,0.136042,1440.0,891.0,3.5556,14.140722,1.703893,1.0,False,0.015336,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,21,raw,21,6,10,1,0.7848,0.9983,960,324,1056,378,96,54,0.0025,583.4658,0.112551,0.196292,0.112551,1008.0,351.0,1.7778,19.996001,1.409677,1.0,True,0.008102,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,22,raw,22,18,15,1,0.8006,0.9897,1440,972,1536,1026,96,54,0.0025,562.6923,0.108544,0.23329,0.108544,1488.0,999.0,1.7778,19.996001,1.359487,1.0,True,0.017168,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,23,raw,23,12,11,1,0.7482,0.9909,1056,648,1152,702,96,54,0.0025,646.4415,0.124699,0.234084,0.124699,1104.0,675.0,1.7778,19.996001,1.561829,1.0,True,0.039931,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,24,raw,24,5,11,1,0.7763,0.9989,1056,270,1152,324,96,54,0.0025,585.9146,0.113024,0.195194,0.113024,1104.0,297.0,1.7778,19.996001,1.415593,1.0,True,0.005787,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,25,raw,25,10,4,1,0.6127,0.9946,384,540,480,594,96,54,0.0025,739.4832,0.142647,0.217113,0.142647,432.0,567.0,1.7778,19.996001,1.786621,1.0,True,0.00463,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,26,raw,26,8,10,1,0.7263,0.9947,960,432,1056,486,96,54,0.0025,638.6446,0.123195,0.229916,0.123195,1008.0,459.0,1.7778,19.996001,1.542991,0.854817,True,0.008102,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,27,raw,27,10,13,1,0.6169,0.9942,1248,540,1344,594,96,54,0.0025,723.7731,0.139617,0.20767,0.139617,1296.0,567.0,1.7778,19.996001,1.748665,1.0,True,0.001543,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,30,1.001,28,raw,28,11,12,1,0.5428,0.9644,1152,594,1248,648,96,54,0.0025,825.3951,0.15922,0.241769,0.15922,1200.0,621.0,1.7778,19.996001,1.994188,1.0,True,0.013503,0.0,0.0,0.0,0.0,0.552461,True
VIRAT_S_050201_06_001168_001240,36,1.2012,0,raw,0,9,10,379,0.9535,0.9816,0,0,1920,1080,1920,1080,1.0,177245.75,0.085477,1.0,0.085477,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.060643,0.0,0.0,0.0,0.0,0.551433,False
VIRAT_S_050201_06_001168_001240,42,1.4014,0,raw,0,5,16,5,0.565,0.9534,1440,216,1728,378,288,162,0.0225,6185.8193,0.132584,0.540388,0.132584,1584.0,297.0,1.7778,6.666519,1.480011,1.0,False,0.02542,0.0,0.0,0.0,0.0,0.550741,False
VIRAT_S_050201_06_001168_001240,42,1.4014,1,raw,1,13,14,1,0.7172,0.8797,1344,702,1440,756,96,54,0.0025,1099.7374,0.212141,0.518157,0.212141,1392.0,729.0,1.7778,19.996001,2.368096,0.0,True,0.002122,0.0,0.0,0.0,0.0,0.550741,False
VIRAT_S_050201_06_001168_001240,42,1.4014,2,raw,2,0,11,3,0.5882,0.9347,1056,0,1248,108,192,108,0.01,2726.6682,0.131494,0.715714,0.131494,1152.0,54.0,1.7778,9.9995,1.467853,0.5,False,0.038002,0.0,0.0,0.0,0.0,0.550741,False
VIRAT_S_050201_06_001168_001240,42,1.4014,3,raw,3,2,10,1,0.5142,0.9571,960,108,1056,162,96,54,0.0025,435.3031,0.083971,0.232572,0.083971,1008.0,135.0,1.7778,19.996001,0.937351,1.0,True,0.079282,0.0,0.0,0.0,0.0,0.550741,False
VIRAT_S_050201_06_001168_001240,42,1.4014,4,raw,4,1,13,1,0.6008,0.9687,1248,54,1344,108,96,54,0.0025,523.134,0.100913,0.730746,0.100913,1296.0,81.0,1.7778,19.996001,1.126479,0.871576,True,0.009645,0.0,0.0,0.0,0.0,0.550741,False
VIRAT_S_050201_06_001168_001240,42,1.4014,5,raw,5,0,15,1,0.5684,0.9771,1440,0,1536,54,96,54,0.0025,809.834,0.156218,0.366452,0.156218,1488.0,27.0,1.7778,19.996001,1.743839,1.0,True,0.064815,0.0,0.0,0.0,0.0,0.550741,False
VIRAT_S_050201_06_001168_001240,42,1.4014,6,raw,6,3,2,1,0.5206,0.99,192,162,288,216,96,54,0.0025,673.7695,0.129971,0.652239,0.129971,240.0,189.0,1.7778,19.996001,1.450847,1.0,True,0.15162,0.0,0.0,0.0,0.0,0.550741,False
VIRAT_S_050201_06_001168_001240,48,1.6016,0,raw,0,9,10,372,1.936,0.9928,0,0,1920,1080,1920,1080,1.0,170327.5156,0.082141,1.0,0.082141,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.05995,0.0,0.0,0.0,0.0,0.553646,False
VIRAT_S_050201_06_001168_001240,54,1.8018,0,raw,0,3,0,8,1.48,0.9902,0,0,192,378,192,378,0.035,4223.8433,0.058199,0.585637,0.058199,96.0,189.0,0.5079,5.345148,0.87512,1.0,False,0.113577,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,1,raw,1,9,15,29,1.3097,0.9917,1152,216,1728,810,576,594,0.165,19901.668,0.058168,0.368931,0.058168,1440.0,513.0,0.9697,2.461822,0.874648,1.0,False,0.034407,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,2,raw,2,11,8,194,1.3007,0.9973,0,0,1920,1080,1920,1080,1.0,137902.5,0.066504,1.0,0.066504,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.060579,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,3,raw,3,1,15,1,1.6992,0.9979,1440,54,1536,108,96,54,0.0025,283.038,0.054598,0.123435,0.054598,1488.0,81.0,1.7778,19.996001,0.82098,0.490261,True,0.006752,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,4,raw,4,5,12,1,1.3082,0.9982,1152,270,1248,324,96,54,0.0025,285.243,0.055024,0.128862,0.055024,1200.0,297.0,1.7778,19.996001,0.827376,1.0,True,0.016975,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,5,raw,5,14,0,5,1.0109,0.9891,0,702,192,918,192,216,0.02,3834.3948,0.092457,0.272464,0.092457,96.0,810.0,0.8889,7.070891,1.390256,1.0,False,0.020761,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,6,raw,6,9,0,1,0.8906,0.9983,0,486,96,540,96,54,0.0025,506.4203,0.097689,0.226058,0.097689,48.0,513.0,1.7778,19.996001,1.468923,1.0,True,0.0,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,7,raw,7,10,19,2,1.4912,0.998,1824,540,1920,648,96,108,0.005,560.1255,0.054024,1.0,0.054024,1872.0,594.0,0.8889,14.140722,0.81235,1.0,False,0.011188,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,8,raw,8,2,18,3,1.6139,0.9974,1728,54,1920,162,192,108,0.01,1168.1763,0.056336,0.771257,0.056336,1824.0,108.0,1.7778,9.9995,0.847103,1.0,False,0.025077,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,9,raw,9,8,19,1,1.5327,0.999,1824,432,1920,486,96,54,0.0025,267.9086,0.05168,0.758837,0.05168,1872.0,459.0,1.7778,19.996001,0.777096,1.0,True,0.00733,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,10,raw,10,0,17,1,1.6513,0.9984,1632,0,1728,54,96,54,0.0025,346.8205,0.066902,0.361601,0.066902,1680.0,27.0,1.7778,19.996001,1.005987,1.0,True,0.052662,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,11,raw,11,0,19,1,1.4382,0.9982,1824,0,1920,54,96,54,0.0025,284.7506,0.054929,0.921282,0.054929,1872.0,27.0,1.7778,19.996001,0.825948,1.0,True,0.001736,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,12,raw,12,2,16,1,1.366,0.9963,1536,108,1632,162,96,54,0.0025,311.4828,0.060085,0.157406,0.060085,1584.0,135.0,1.7778,19.996001,0.903487,1.0,True,0.066551,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,54,1.8018,13,raw,13,6,9,1,1.4638,0.9996,864,324,960,378,96,54,0.0025,259.6483,0.050086,0.225482,0.050086,912.0,351.0,1.7778,19.996001,0.753136,1.0,True,0.070216,0.0,0.0,0.0,0.0,0.55257,False
VIRAT_S_050201_06_001168_001240,60,2.002,0,raw,0,6,8,163,0.6095,0.9469,0,0,1920,1080,1920,1080,1.0,165004.625,0.079574,1.0,0.079574,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.060106,0.0,0.0,0.0,0.0,0.551214,False
VIRAT_S_050201_06_001168_001240,60,2.002,1,raw,1,16,16,29,0.5911,0.9279,1248,594,1920,1080,672,486,0.1575,24413.9453,0.074754,0.451804,0.074754,1584.0,837.0,1.3827,2.519755,0.939423,1.0,False,0.025711,0.0,0.0,0.0,0.0,0.551214,False
VIRAT_S_050201_06_001168_001240,60,2.002,2,raw,2,12,8,35,0.5516,0.9572,576,432,1152,972,576,540,0.15,24360.1289,0.078318,0.383007,0.078318,864.0,702.0,1.0667,2.58198,0.98422,1.0,False,0.090686,0.0,0.0,0.0,0.0,0.551214,False
VIRAT_S_050201_06_001168_001240,60,2.002,3,raw,3,8,11,6,0.5819,0.7973,960,378,1248,540,288,162,0.0225,3843.8037,0.082386,0.255293,0.082386,1104.0,459.0,1.7778,6.666519,1.035339,1.0,False,0.036673,0.0,0.0,0.0,0.0,0.551214,False
VIRAT_S_050201_06_001168_001240,60,2.002,4,raw,4,10,19,2,0.5716,0.9719,1824,486,1920,594,96,108,0.005,661.7406,0.063825,0.146625,0.063825,1872.0,540.0,0.8889,14.140722,0.802087,1.0,False,0.017458,0.0,0.0,0.0,0.0,0.551214,False
VIRAT_S_050201_06_001168_001240,60,2.002,5,raw,5,18,12,1,0.5428,0.8107,1152,972,1248,1026,96,54,0.0025,435.2673,0.083964,0.252711,0.083964,1200.0,999.0,1.7778,19.996001,1.055164,1.0,True,0.072917,0.0,0.0,0.0,0.0,0.551214,False
