video_name,sampled_idx,frame_idx,timestamp_sec,track_id,class_id,class_name,confidence,x1,y1,x2,y2,bbox_area_ratio,center_x,center_y
VIRAT_S_050201_06_001168_001240,0,6,0.2002,1,2,car,0.790271,584,659,846,823,0.02063195,715.78,741.6
VIRAT_S_050201_06_001168_001240,0,6,0.2002,2,2,car,0.787614,898,871,1191,1013,0.02006906,1045.13,942.75
VIRAT_S_050201_06_001168_001240,0,6,0.2002,3,2,car,0.749294,554,556,801,696,0.01666313,677.96,626.5
VIRAT_S_050201_06_001168_001240,0,6,0.2002,4,2,car,0.73261,1350,300,1512,385,0.00670371,1431.61,343.04
VIRAT_S_050201_06_001168_001240,0,6,0.2002,5,2,car,0.71883,813,606,1088,731,0.01667351,951.28,669.04
VIRAT_S_050201_06_001168_001240,0,6,0.2002,6,2,car,0.689527,688,212,888,299,0.00833605,788.84,255.94
VIRAT_S_050201_06_001168_001240,0,6,0.2002,7,2,car,0.639392,875,762,1140,882,0.01534912,1007.99,822.6
VIRAT_S_050201_06_001168_001240,0,6,0.2002,8,2,car,0.617125,1018,171,1201,239,0.00602305,1110.06,205.91
VIRAT_S_050201_06_001168_001240,0,6,0.2002,9,2,car,0.55887,714,357,919,448,0.00896867,817.07,403.25
VIRAT_S_050201_06_001168_001240,0,6,0.2002,10,2,car,0.53839,753,304,906,381,0.00563792,830.0,343.1
VIRAT_S_050201_06_001168_001240,0,6,0.2002,11,2,car,0.525688,516,276,691,385,0.00921706,603.83,330.96
VIRAT_S_050201_06_001168_001240,0,6,0.2002,12,2,car,0.517798,613,98,809,219,0.01140765,711.37,159.23
VIRAT_S_050201_06_001168_001240,0,6,0.2002,13,2,car,0.459454,807,467,1026,576,0.01162101,916.88,522.0
VIRAT_S_050201_06_001168_001240,0,6,0.2002,14,2,car,0.414998,510,228,690,385,0.0136494,600.48,307.02
VIRAT_S_050201_06_001168_001240,0,6,0.2002,15,7,truck,0.402353,607,97,809,220,0.01202595,708.76,158.98
VIRAT_S_050201_06_001168_001240,0,6,0.2002,16,2,car,0.390602,711,328,922,456,0.01306665,817.09,392.82
VIRAT_S_050201_06_001168_001240,0,6,0.2002,17,2,car,0.354791,1565,831,1624,922,0.00255155,1594.95,877.27
VIRAT_S_050201_06_001168_001240,0,6,0.2002,18,2,car,0.350298,712,305,912,416,0.01069538,812.68,360.7
VIRAT_S_050201_06_001168_001240,0,6,0.2002,19,2,car,0.323363,490,153,658,237,0.00684274,574.47,195.17
VIRAT_S_050201_06_001168_001240,0,6,0.2002,20,2,car,0.313904,801,538,1021,625,0.00923689,911.61,581.99
VIRAT_S_050201_06_001168_001240,0,6,0.2002,21,2,car,0.300251,1473,401,1684,491,0.00916368,1579.26,446.62
VIRAT_S_050201_06_001168_001240,0,6,0.2002,22,7,truck,0.29884,857,41,1023,125,0.00679765,940.53,83.52
VIRAT_S_050201_06_001168_001240,0,6,0.2002,23,2,car,0.292204,856,40,1026,129,0.00724489,941.64,84.88
VIRAT_S_050201_06_001168_001240,0,6,0.2002,24,2,car,0.277323,510,222,691,335,0.00986055,601.12,278.97
VIRAT_S_050201_06_001168_001240,0,6,0.2002,25,2,car,0.262187,1033,170,1151,236,0.0037942,1092.48,203.51
VIRAT_S_050201_06_001168_001240,1,12,0.4004,1,2,car,0.785232,580,662,839,823,0.02024477,710.08,743.02
VIRAT_S_050201_06_001168_001240,1,12,0.4004,2,2,car,0.814005,895,871,1190,1014,0.02029654,1042.98,942.79
VIRAT_S_050201_06_001168_001240,1,12,0.4004,3,2,car,0.782504,553,557,799,696,0.01647702,676.42,627.39
VIRAT_S_050201_06_001168_001240,1,12,0.4004,4,2,car,0.764544,1350,301,1509,385,0.00645792,1430.1,343.43
VIRAT_S_050201_06_001168_001240,1,12,0.4004,5,2,car,0.697903,813,607,1087,732,0.01654808,950.27,669.84
VIRAT_S_050201_06_001168_001240,1,12,0.4004,6,2,car,0.699817,681,211,884,299,0.00866093,783.02,255.22
VIRAT_S_050201_06_001168_001240,1,12,0.4004,7,2,car,0.613267,873,761,1137,882,0.01541505,1005.5,821.86
VIRAT_S_050201_06_001168_001240,1,12,0.4004,8,2,car,0.555896,1021,171,1204,239,0.00599484,1113.2,205.89
VIRAT_S_050201_06_001168_001240,1,12,0.4004,9,2,car,0.47565,712,357,915,447,0.008792,813.91,402.25
VIRAT_S_050201_06_001168_001240,1,12,0.4004,10,2,car,0.494907,735,303,894,383,0.00614071,815.28,343.18
VIRAT_S_050201_06_001168_001240,1,12,0.4004,11,2,car,0.45023,515,276,688,384,0.00897662,601.96,330.68
VIRAT_S_050201_06_001168_001240,1,12,0.4004,12,2,car,0.373478,605,98,801,219,0.01133885,703.61,159.11
VIRAT_S_050201_06_001168_001240,1,12,0.4004,13,2,car,0.51509,802,466,1028,579,0.01229138,915.4,523.11
VIRAT_S_050201_06_001168_001240,1,12,0.4004,14,2,car,0.446051,510,231,686,385,0.01303616,598.43,308.33
VIRAT_S_050201_06_001168_001240,1,12,0.4004,15,7,truck,0.37701,594,95,801,221,0.01260068,697.69,158.49
VIRAT_S_050201_06_001168_001240,1,12,0.4004,16,2,car,0.391827,705,324,921,455,0.01378346,813.5,389.99
VIRAT_S_050201_06_001168_001240,1,12,0.4004,17,2,car,0.374692,1564,831,1621,920,0.00249876,1592.94,876.02
